EntrezA	EntrezB
8368	6872
8368	7158
8368	7132
8368	55832
8368	9734
8368	672
8368	11335
8368	54386
8368	5890
8368	6418
8368	6789
8368	10971
8368	7531
8368	648
8368	546
8368	6613
8368	142
8368	9775
8368	4215
8368	30827
8368	9682
8368	1058
8368	8290
8368	64324
8368	3621
8368	151636
8368	6907
8368	4678
8368	2074
8368	26013
8368	5896
8368	408
8368	8208
8368	9555
8368	56259
8368	387893
8368	8479
8368	2186
8368	7428
8368	55355
8368	3015
8368	23466
8368	84148
8368	5757
8368	7913
8368	8349
8368	9869
8368	7412
8368	8125
8368	7994
8368	55957
8368	132660
8368	54617
8368	10013
8368	4116
8368	30836
8368	55166
8368	3008
8368	29117
8368	55869
8368	4676
8368	3068
8368	55781
8368	51460
8368	11143
8368	8338
8368	10294
8368	55352
8368	7862
8368	11198
8368	51105
8368	286204
8368	8520
8368	54465
8368	79711
8368	4255
8368	65094
8368	9768
8368	51230
8368	23234
8368	55033
8370	10419
8370	5885
8370	11345
8370	10399
8370	8805
8370	6885
8370	23492
8370	1454
8370	55723
8370	9612
8370	10524
8370	3020
8370	3021
8370	4171
8370	8467
8370	23710
8370	79718
8370	4204
8370	8850
8370	6749
8370	83746
8370	4869
8370	1647
8370	3014
8370	2033
8370	6872
8370	7158
8370	7132
8370	55832
8370	9734
8370	672
8370	11335
8370	54386
8370	5890
8370	6418
8370	6789
8370	10971
8370	7531
8370	648
8370	546
8370	6613
8370	142
8370	9775
8370	4215
8370	30827
8370	9682
8370	1058
8370	8290
8370	64324
8370	3621
8370	151636
8370	6907
8370	4678
8370	2074
8370	26013
8370	5896
8370	408
8370	8208
8370	9555
8370	56259
8370	387893
8370	8479
8370	2186
8370	7428
8370	55355
8370	3015
8370	23466
8370	84148
8370	5757
8370	7913
8370	8349
8370	9869
8370	7412
8370	8125
8370	7994
8370	55957
8370	132660
8370	54617
8370	10013
8370	4116
8370	30836
8370	55166
8370	3008
8370	29117
8370	55869
8370	4676
8370	3068
8370	55781
8370	51460
8370	11143
8370	8338
8370	10294
8370	55352
8370	7862
8370	11198
8370	51105
8370	286204
8370	8520
8370	54465
8370	79711
8370	4255
8370	65094
8370	9768
8370	51230
8370	23234
8370	55033
5710	226
5710	3673
5710	5685
5710	5686
5710	3397
5710	4734
5710	5077
5710	5689
5710	6929
5710	6647
5710	9097
5710	51377
5710	5698
5710	5701
5710	5691
5710	830
5710	498
5710	4191
5710	5690
5710	5695
5710	3308
5710	5692
5710	5718
5710	5688
5710	5702
5710	7052
5710	7337
5710	7979
5710	10537
5710	51667
5710	5711
5710	10211
5710	9656
5710	6613
5710	29979
5710	23770
5710	10197
5710	64858
5710	3064
5710	10273
5710	3689
5710	1738
5710	6721
5710	10681
5710	5694
5710	213
5710	3106
5710	7057
5710	4673
5710	5717
5710	26260
5710	29978
5710	11228
5710	56893
5710	29970
5710	64100
5710	9352
5710	10616
5710	506
5710	5709
5710	5714
5710	4625
5710	51141
5710	1158
5710	53918
5710	10422
5710	3030
5710	478
5710	23392
5710	91409
5710	80212
5710	1160
5710	2806
5710	50
5710	361
5710	4151
1018	3326
1018	22938
1018	1917
1018	409
1018	5610
1018	6789
1018	898
1018	1163
1018	1020
1018	5465
1018	2289
1018	1026
1018	6788
1018	1028
1018	983
1018	208
1018	892
1018	51053
1018	7027
1018	10678
1018	730211
1018	664618
3326	84557
3326	7283
3326	226
3326	695
3326	25913
3326	10808
3326	27101
3326	8717
3326	5885
3326	6881
3326	81631
3326	11345
3326	7170
3326	4794
3326	71
3326	6709
3326	2288
3326	5230
3326	9531
3326	22938
3326	6885
3326	369
3326	1454
3326	2597
3326	2066
3326	3932
3326	6612
3326	3178
3326	55664
3326	5567
3326	4171
3326	409
3326	23710
3326	81603
3326	8626
3326	3921
3326	7297
3326	4914
3326	5610
3326	5591
3326	1111
3326	55832
3326	3661
3326	9817
3326	5598
3326	2099
3326	25827
3326	26190
3326	9020
3326	8826
3326	6794
3326	8856
3326	7517
3326	9212
3326	11035
3326	9641
3326	91754
3326	26523
3326	27161
3326	8451
3326	65057
3326	7013
3326	6613
3326	1326
3326	1029
3326	1020
3326	4215
3326	2261
3326	1978
3326	2316
3326	2289
3326	10728
3326	10598
3326	10456
3326	3959
3326	5590
3326	8558
3326	5245
3326	3611
3326	7936
3326	8450
3326	120892
3326	65018
3326	3064
3326	3122
3326	10273
3326	673
3326	3702
3326	818
3326	7138
3326	6125
3326	5587
3326	6195
3326	3164
3326	26146
3326	3434
3326	1386
3326	5292
3326	26973
3326	10953
3326	3297
3326	5581
3326	3123
3326	79101
3326	1452
3326	728642
3326	1198
3326	8621
3326	1969
3326	5613
3326	7266
3326	2771
3326	4627
3326	6189
3326	254170
3326	80185
3326	6191
3326	2931
3326	2324
3326	4921
3326	2870
3326	7412
3326	208
3326	56257
3326	202559
3326	10013
3326	7846
3326	6795
3326	5218
3326	2023
3326	5597
3326	84959
3326	112858
3326	4920
3326	5562
3326	192670
3326	192669
3326	9636
3326	5129
3326	4145
3326	3985
3326	5093
3326	2268
3326	64754
3326	156
3326	6194
3326	23221
3326	5315
3326	2869
3326	11329
3326	26270
3326	65061
3326	84790
3326	6175
3326	51236
3326	8468
3326	7268
3326	26548
3326	2194
3326	1627
3326	63943
3326	6449
3326	149420
3326	80179
3326	238
3326	6129
3326	4926
3326	9197
3326	8139
3326	3329
3326	7317
3326	55898
3326	54583
3326	90627
3326	373509
3326	9873
3326	5596
3326	2103
3326	83983
3326	3939
3326	9628
3326	29765
3326	51447
3326	26355
3326	340156
3326	85481
3326	10480
3326	1938
3326	26261
3326	340359
3326	22858
3326	29968
3326	3125
3326	25932
3326	150275
3326	3127
3326	57062
3326	6569
3326	4190
3326	146862
3326	83903
3326	4522
3326	4255
3326	4593
3326	65975
3326	10420
3326	16
3326	60314
3326	5375
3326	1586
3326	9768
3326	3126
3326	5681
3326	4293
3326	269
3326	54187
3326	55699
3326	57645
3326	7498
84759	54880
84759	23492
84759	6015
84759	7874
84759	3308
84759	84678
84759	8535
84759	10241
84759	9666
84759	10138
84759	4300
84759	84675
84759	9921
84759	54941
84759	79710
84759	148581
84759	51533
84759	63035
54880	10336
54880	23492
54880	6929
54880	6015
54880	7874
54880	6667
54880	3308
54880	84678
54880	8535
54880	6613
54880	51341
54880	8514
54880	604
54880	4298
54880	10138
54880	10526
54880	22900
54880	10013
54880	4300
54880	5987
54880	112939
54880	79621
54880	55735
54880	10363
54880	90379
54880	3329
54880	9054
54880	131034
54880	23475
54880	221184
54880	115098
54880	81569
23404	84557
23404	5189
23404	55832
23404	65110
23404	51013
23404	23016
23404	4691
23404	9025
23404	5976
23404	23517
23404	8570
23404	115752
23404	11340
23404	118460
23404	26235
23404	10438
23404	56257
23404	9055
23404	54939
23404	79797
23404	3068
23404	57379
23404	10200
23404	7916
23404	9768
23404	115416
23404	51559
84557	24148
84557	3190
84557	10521
84557	22948
84557	10808
84557	10533
84557	64422
84557	81631
84557	11345
84557	5584
84557	6280
84557	6709
84557	9685
84557	4734
84557	10016
84557	6637
84557	2597
84557	1917
84557	5478
84557	23291
84557	3178
84557	3309
84557	6634
84557	1937
84557	23020
84557	498
84557	160
84557	10236
84557	4191
84557	6208
84557	9530
84557	56252
84557	3308
84557	4869
84557	51588
84557	5591
84557	6732
84557	7431
84557	10155
84557	55660
84557	6421
84557	9817
84557	1653
84557	1660
84557	9657
84557	10921
84557	91754
84557	6418
84557	6789
84557	8408
84557	26523
84557	27161
84557	1655
84557	11214
84557	3183
84557	4841
84557	4691
84557	29979
84557	113457
84557	7278
84557	3959
84557	8471
84557	23112
84557	3184
84557	6788
84557	65018
84557	6426
84557	10131
84557	23077
84557	8439
84557	1738
84557	6125
84557	5725
84557	1072
84557	7175
84557	3181
84557	2664
84557	1211
84557	10241
84557	1615
84557	6294
84557	54431
84557	3838
84557	8570
84557	51256
84557	213
84557	22827
84557	3192
84557	3996
84557	191
84557	7295
84557	1856
84557	10574
84557	2157
84557	553115
84557	3301
84557	9667
84557	23524
84557	7266
84557	10432
84557	9045
84557	10492
84557	26135
84557	6601
84557	4673
84557	2670
84557	10576
84557	6631
84557	7818
84557	665
84557	2631
84557	1654
84557	10291
84557	25939
84557	4131
84557	6191
84557	6224
84557	8349
84557	3185
84557	11100
84557	2130
84557	10342
84557	11052
84557	3848
84557	59349
84557	3187
84557	6711
84557	6188
84557	6635
84557	4077
84557	6128
84557	5052
84557	26097
84557	5813
84557	6737
84557	3608
84557	55119
84557	23216
84557	1476
84557	1152
84557	7277
84557	92609
84557	56893
84557	192669
84557	6233
84557	2521
84557	1665
84557	10949
84557	26086
84557	3607
84557	1994
84557	8985
84557	10575
84557	9131
84557	813
84557	9776
84557	6207
84557	6432
84557	27316
84557	4943
84557	4144
84557	506
84557	4670
84557	5315
84557	2058
84557	55920
84557	22803
84557	4282
84557	1984
84557	51593
84557	6203
84557	23001
84557	29896
84557	1659
84557	9779
84557	55596
84557	9343
84557	6187
84557	6142
84557	79228
84557	84790
84557	6132
84557	6217
84557	84946
84557	6175
84557	6124
84557	5110
84557	5351
84557	10642
84557	1915
84557	2194
84557	10935
84557	292
84557	2318
84557	3857
84557	5930
84557	476
84557	6428
84557	293
84557	1778
84557	5935
84557	85440
84557	9922
84557	2079
84557	6137
84557	56992
84557	3189
84557	220988
84557	4750
84557	57727
84557	6141
84557	6144
84557	6202
84557	6218
84557	2026
84557	55201
84557	8148
84557	5576
84557	90933
84557	2045
84557	9782
84557	221937
84557	6122
84557	3188
84557	27332
84557	83874
84557	1832
84557	6742
84557	3852
84557	64783
84557	203068
84557	25792
84557	6427
84557	284695
84557	83452
84557	22930
84557	23637
84557	8021
84557	104
84557	1558
84557	6176
84557	55342
84557	29927
84557	4141
84557	7280
84557	3030
84557	10694
84557	10772
84557	51493
84557	79735
84557	4343
84557	5464
84557	55700
84557	79656
84557	2762
84557	4942
84557	1938
84557	4134
84557	57002
84557	29890
84557	10383
84557	8683
84557	64963
84557	653226
84557	345651
84557	55213
84557	9987
84557	224
84557	10130
84557	145226
84557	79443
84557	3849
84557	219
84557	64087
84557	7001
84557	790
84557	7284
84557	83743
84557	5286
84557	23192
84557	6748
84557	26227
84557	3305
84557	1503
84557	9910
84557	23158
84557	8508
84557	23061
84557	125058
84557	4522
84557	3310
84557	7073
84557	3861
84557	2618
84557	55696
84557	4697
84557	342574
84557	6160
84557	4130
84557	444
84557	59
84557	221092
84557	6169
84557	7072
84557	3182
84557	56648
84557	5250
84557	22824
84557	10427
84557	63931
84557	3860
84557	4507
84557	23102
84557	8833
84557	3032
84557	9524
84557	6429
84557	908
84557	270
84557	6389
84557	139341
84557	8218
84557	81027
84557	3311
84557	54958
84557	26528
84557	4430
84557	56945
84557	10165
84557	8568
84557	25782
84557	25902
84557	23275
84557	57470
84557	8406
84557	389677
84557	343069
84557	388698
84557	115201
84557	51495
84557	497661
84557	9582
84557	22898
84557	9119
84557	26000
84557	8566
84557	55357
84557	56267
84557	27288
84557	391634
84557	112802
54206	9482
54206	302
54206	10971
54206	7531
54206	2810
54206	558
54206	7846
54206	84959
54206	1994
54206	25759
54206	7203
54206	238
54206	5648
54206	345651
54206	440915
7283	10142
7283	22948
7283	8500
7283	7533
7283	22938
7283	10095
7283	9532
7283	9817
7283	4683
7283	672
7283	8451
7283	5202
7283	3959
7283	6622
7283	8312
7283	818
7283	26517
7283	54820
7283	55755
7283	80279
7283	57787
7283	58525
7283	55835
7283	10574
7283	54464
7283	29127
7283	10576
7283	440145
7283	6790
7283	284217
7283	80097
7283	92609
7283	3337
7283	27229
7283	64216
7283	10575
7283	6207
7283	29922
7283	6184
7283	51726
7283	26270
7283	222229
7283	84790
7283	10844
7283	121441
7283	7203
7283	114791
7283	4007
7283	51474
7283	375686
7283	29941
7283	51762
7283	10942
7283	3329
7283	2314
7283	550
7283	81537
7283	22981
7283	10694
7283	60493
7283	51150
7283	1327
7283	79031
7283	9169
7283	29789
7283	1374
7283	1373
7283	23193
7283	10985
7283	58472
7283	440574
7283	908
7283	8813
7283	85378
7283	653784
7283	84823
7283	81037
24148	11345
24148	22938
24148	10594
24148	369
24148	6637
24148	1937
24148	9129
24148	23020
24148	10921
24148	6613
24148	9092
24148	9410
24148	8899
24148	26058
24148	23524
24148	10713
24148	10907
24148	26121
24148	56257
24148	6635
24148	6871
24148	3550
24148	79885
24148	6628
24148	10469
24148	9416
24148	9343
24148	54957
24148	51547
24148	23612
24148	682
24148	10078
24148	6936
24148	23046
24148	53916
571	11016
571	9611
571	9935
571	4292
571	9586
571	11073
571	4683
571	672
571	5356
571	79728
571	84142
571	23598
571	1386
571	51433
571	1452
571	7919
571	1649
571	79184
571	4361
571	10616
571	64839
571	6875
571	8106
571	3161
571	51535
571	10739
571	7975
571	81610
571	25962
10336	23492
10336	6015
10336	7874
10336	84678
10336	8535
10336	648
10336	9666
10336	10238
10336	10138
10336	23466
10336	23269
10336	26053
10336	11065
10336	63035
10336	64319
10336	57666
5573	5291
5573	11217
5573	445815
5573	8852
5573	5567
5573	23710
5573	8165
5573	11215
5573	80854
5573	29108
5573	55660
5573	4087
5573	10537
5573	6418
5573	898
5573	3611
5573	9891
5573	1859
5573	23598
5573	9867
5573	10445
5573	9149
5573	5613
5573	9659
5573	10565
5573	11216
5573	3096
5573	6128
5573	5597
5573	9638
5573	1994
5573	10641
5573	65125
5573	84978
5573	7289
5573	56975
5573	10564
5573	4647
5573	5575
5573	4753
5573	9189
5573	22893
5573	79666
5573	9465
5573	6517
5573	5568
5573	30968
5573	22852
5573	84281
5573	80304
5573	23432
5573	11131
5510	2997
5510	6780
5510	6128
5510	5597
5510	137886
5510	161742
5510	8771
5510	165324
5510	26548
5510	63898
5510	4114
5510	153769
5510	4621
23019	6386
23019	22938
23019	515
23019	23291
23019	830
23019	6256
23019	5468
23019	10140
23019	10766
23019	27161
23019	27125
23019	546
23019	23112
23019	27327
23019	2335
23019	57690
23019	7917
23019	7343
23019	2274
23019	27044
23019	29883
23019	85456
23019	9337
23019	57472
23019	4848
23019	213
23019	55571
23019	4850
23019	7412
23019	4849
23019	246175
23019	25904
23019	54998
23019	4316
23019	829
23019	832
23019	80789
23019	6232
23019	79596
23019	7905
23019	23774
23019	9125
23019	7832
23019	339345
23019	1656
23019	340719
23019	10950
23019	55361
23019	342977
23019	23
23019	60313
23019	11097
23673	9342
23673	8673
23673	8417
23673	8892
23673	8891
23673	8890
23673	6811
23673	9482
23673	11311
23673	134957
23673	8411
23673	9341
23673	26258
23673	64689
23673	8674
23673	10228
23673	9570
23673	2801
23673	53407
23673	200081
23673	19
23673	4627
23673	55850
23673	4905
23673	79050
23673	8774
23673	1994
23673	662
23673	6845
23673	143187
23673	51222
23673	7586
23673	84978
23673	6844
23673	11342
23673	2038
23673	64786
23673	79735
23673	8602
23673	10490
23673	94233
23673	51594
23673	8893
23673	116841
23673	28969
23673	10652
23673	57613
23673	165055
23673	63908
23673	83440
23673	158747
23673	53
23673	83986
226	23397
226	57617
226	529
226	4292
226	51588
226	3014
226	8099
226	2175
226	9657
226	7013
226	3028
226	6613
226	8450
226	2335
226	3064
226	1386
226	154
226	54464
226	5338
226	4653
226	387082
226	5603
226	7412
226	9958
226	2023
226	9636
226	229
226	114884
226	773
226	2027
226	230
226	11226
226	9768
3190	4067
3190	10521
3190	4088
3190	50618
3190	81631
3190	11345
3190	22938
3190	4734
3190	56341
3190	6612
3190	3178
3190	3020
3190	3021
3190	4904
3190	409
3190	23710
3190	5521
3190	8626
3190	10933
3190	5300
3190	7536
3190	55660
3190	55832
3190	1653
3190	2099
3190	8945
3190	10537
3190	1660
3190	54386
3190	8535
3190	59343
3190	10656
3190	10140
3190	55257
3190	10971
3190	1655
3190	5308
3190	6613
3190	4691
3190	2010
3190	8450
3190	3184
3190	1026
3190	2335
3190	3702
3190	51741
3190	5725
3190	5094
3190	10915
3190	6626
3190	11051
3190	1445
3190	6294
3190	3275
3190	408
3190	10179
3190	56259
3190	23411
3190	79705
3190	56654
3190	11193
3190	10492
3190	7428
3190	387082
3190	10498
3190	6790
3190	5460
3190	7150
3190	26121
3190	5603
3190	7412
3190	56257
3190	3187
3190	202559
3190	23243
3190	54737
3190	9636
3190	10949
3190	5093
3190	1153
3190	1994
3190	140890
3190	9444
3190	27316
3190	9919
3190	10174
3190	51593
3190	535
3190	9643
3190	4154
3190	5935
3190	9782
3190	3188
3190	3146
3190	8241
3190	8328
3190	6919
3190	23543
3190	55285
3190	26505
3190	22913
3190	56916
3190	55749
3190	11083
3190	5936
3190	79171
3190	9768
3190	116173
3190	378951
2665	5062
2665	5878
2665	3692
2665	10289
2665	8766
2665	5861
2665	81876
2665	8764
2665	9657
2665	5868
2665	2688
2665	2335
2665	382
2665	9367
2665	6446
2665	2664
2665	4218
2665	7428
2665	5867
2665	51560
2665	5603
2665	5862
2665	10890
2665	221150
2665	9636
2665	1994
2665	53917
2665	51547
2665	51762
2665	64431
2665	11031
2665	644943
2665	9768
4067	3635
4067	695
4067	1493
4067	4233
4067	5062
4067	79598
4067	5141
4067	7257
4067	8935
4067	6134
4067	7006
4067	51206
4067	7297
4067	5144
4067	5591
4067	3815
4067	10188
4067	4739
4067	54602
4067	8631
4067	4582
4067	2057
4067	4215
4067	23624
4067	1439
4067	3676
4067	5336
4067	6622
4067	5579
4067	3689
4067	1441
4067	23645
4067	51466
4067	115426
4067	5294
4067	6521
4067	4627
4067	2213
4067	6004
4067	983
4067	948
4067	139716
4067	6198
4067	5175
4067	5329
4067	11116
4067	100133941
4067	4311
4067	4145
4067	50852
4067	3690
4067	1994
4067	6199
4067	84106
4067	59341
4067	2204
4067	54443
4067	3059
4067	933
4067	51474
4067	55024
4067	4836
4067	5788
4067	55824
4067	2212
4067	3215
4067	930
4067	56848
4067	2812
4067	4118
4067	951
4067	971
4067	129138
4067	201161
4067	2206
7080	28996
7080	8648
7080	6996
7080	811
7080	284119
7080	2627
7080	7849
7080	29080
5291	9448
5291	1857
5291	79803
5291	10971
5291	5868
5291	7175
5291	5581
5291	2670
5291	1948
5291	5093
5291	238
5291	2804
5291	5733
5291	211
5291	55810
5291	9375
5213	51690
5213	22938
5213	830
5213	5211
5213	6613
5213	4163
5213	2274
5213	9793
5213	859
5213	91748
5213	3832
5213	50617
5213	5214
5213	4708
22920	11127
22920	9129
22920	6872
22920	5824
22920	5711
22920	4688
22920	9092
22920	9862
22920	5910
22920	6879
22920	4296
22920	11051
22920	3838
22920	27185
22920	1282
22920	7428
22920	6874
22920	56949
22920	1665
22920	4294
22920	54715
22920	9416
22920	2318
22920	3797
22920	9648
22920	50488
22920	4232
22920	84811
22920	6651
22920	10437
22920	80011
22920	9853
22920	10042
22920	55696
22920	2632
22920	25934
22920	9857
22920	23167
22920	202
22920	114876
22920	64062
22920	56667
27301	5241
27301	10241
27301	30008
27301	4591
27301	29911
27301	11007
27301	22981
10142	1050
10142	7251
10142	1454
10142	2902
10142	57180
10142	5567
10142	5585
10142	3784
10142	23048
10142	898
10142	5378
10142	2100
10142	801
10142	805
10142	808
10142	8655
10142	2801
10142	27185
10142	10670
10142	1453
10142	645455
10142	10075
10142	22827
10142	1999
10142	23028
10142	2931
10142	57187
10142	11116
10142	9859
10142	56950
10142	23043
10142	10844
10142	5577
10142	476
10142	1192
10142	79723
10142	7289
10142	6757
10142	727837
10142	5576
10142	10460
10142	84970
10142	83853
10142	51567
11217	830
11217	8826
11217	2316
11217	4627
11217	9260
11217	54443
11217	11030
11217	5577
11217	1627
11217	51474
11217	55930
11217	399687
11217	11346
11217	5576
445815	830
445815	8826
445815	2316
445815	4627
445815	9260
445815	54443
445815	11030
445815	5577
445815	1627
445815	51474
445815	55930
445815	399687
445815	11346
445815	5576
2235	7077
2235	10868
2235	4311
2235	1994
2235	10857
2235	22
2235	84132
2235	440574
636	1639
636	5870
636	1780
636	2100
636	10540
636	27185
636	51199
636	131034
7067	5469
7067	8805
7067	9611
7067	9612
7067	6612
7067	79718
7067	3308
7067	6256
7067	4205
7067	2033
7067	5591
7067	9321
7067	8648
7067	23054
7067	3980
7067	6996
7067	2874
7067	2099
7067	9412
7067	10971
7067	142
7067	11214
7067	8204
7067	9862
7067	5451
7067	2010
7067	154796
7067	7520
7067	2547
7067	8431
7067	6879
7067	9318
7067	55806
7067	8243
7067	81857
7067	7818
7067	23421
7067	79959
7067	2521
7067	5315
7067	9968
7067	2302
7067	1192
7067	10025
7067	8638
7067	79842
7067	10865
7067	6414
7067	9104
10521	29102
10521	81631
10521	11345
10521	22938
10521	2091
10521	6929
10521	3178
10521	4904
10521	23710
10521	51729
10521	8850
10521	5521
10521	2033
10521	8648
10521	5300
10521	7536
10521	55832
10521	2099
10521	10921
10521	326
10521	1655
10521	6613
10521	9775
10521	2100
10521	1058
10521	7520
10521	11130
10521	10725
10521	79876
10521	7428
10521	7150
10521	80145
10521	7412
10521	56257
10521	3187
10521	202559
10521	6871
10521	4116
10521	9636
10521	1994
10521	140890
10521	54487
10521	10174
10521	4154
10521	3068
10521	7538
10521	3189
10521	9782
10521	56916
10521	5936
10521	9768
310	2783
310	11124
310	7088
310	10016
310	2597
310	6612
310	1780
310	23710
310	2132
310	4436
310	7431
310	285
310	7704
310	1855
310	1760
310	6717
310	7114
310	8450
310	9757
310	7917
310	10681
310	1400
310	2244
310	7321
310	7375
310	5859
310	10574
310	9869
310	1508
310	7846
310	523
310	7123
310	1994
310	4804
310	54973
310	506
310	5315
310	5699
310	758
310	10641
310	85365
310	6187
310	1915
310	85440
310	5162
310	6137
310	51003
310	1284
310	1302
310	10381
310	51412
310	2
310	333
310	2661
310	2162
310	23646
310	57418
310	80308
310	11161
310	1114
310	11189
310	9397
310	51763
310	6609
310	347733
310	23564
310	51150
310	27097
310	60492
310	55791
310	1287
310	27037
310	221184
310	2634
310	9362
310	3431
310	1059
310	26230
310	1
310	3032
310	151230
310	3234
310	84060
310	84942
310	22993
310	7694
310	84467
310	54437
310	51380
310	81794
310	66000
310	170959
9342	50618
9342	8417
9342	6811
9342	60412
9342	134957
9342	468
9342	7187
9342	10228
9342	220134
9342	54535
9342	54820
9342	11130
9342	80233
9342	53407
9342	9810
9342	3480
9342	10938
9342	4905
9342	7412
9342	29888
9342	8045
9342	55275
9342	56254
9342	6845
9342	112869
9342	55610
9342	55763
9342	54822
9342	284119
9342	3710
9342	738
9342	10460
9342	23499
9342	7260
9342	55014
9342	3801
9342	55223
9342	127687
9342	541468
8673	8417
8673	7533
8673	9482
8673	4292
8673	9341
8673	8676
8673	2054
8673	10228
8673	84062
8673	993
8673	53407
8673	7327
8673	7412
8673	9859
8673	523
8673	143187
8673	6844
8673	5411
8673	415117
10572	6885
10572	7297
10572	9170
10572	1029
10572	331
10572	27018
10572	8557
10572	50943
10572	4210
10572	3925
10572	145781
10572	100820829
10572	81488
10572	939
10572	8698
10572	5827
10572	9768
22948	22938
22948	81929
22948	3476
22948	80335
22948	991
22948	2782
22948	55844
22948	5521
22948	3014
22948	64326
22948	7297
22948	5191
22948	11035
22948	9641
22948	8451
22948	6613
22948	1020
22948	4215
22948	8428
22948	3611
22948	29966
22948	2335
22948	8439
22948	10681
22948	6801
22948	1386
22948	10238
22948	25843
22948	10574
22948	3654
22948	54464
22948	23524
22948	10576
22948	7428
22948	387082
22948	83992
22948	80342
22948	10989
22948	983
22948	84078
22948	5603
22948	26260
22948	7412
22948	29888
22948	79871
22948	3187
22948	55605
22948	6468
22948	5165
22948	10250
22948	10534
22948	192670
22948	55159
22948	1643
22948	55135
22948	118813
22948	5524
22948	51298
22948	58
22948	6000
22948	84790
22948	121441
22948	7203
22948	51547
22948	8195
22948	83983
22948	10694
22948	79735
22948	25886
22948	10110
22948	8508
22948	93436
22948	59
22948	80005
22948	9768
22948	5105
22948	908
22948	10693
2017	5885
2017	10093
2017	22938
2017	5062
2017	22941
2017	409
2017	4292
2017	830
2017	10094
2017	2033
2017	50807
2017	10188
2017	79872
2017	8945
2017	10537
2017	8826
2017	65057
2017	653361
2017	2100
2017	2316
2017	27
2017	84464
2017	1386
2017	3737
2017	2241
2017	408
2017	23411
2017	4638
2017	10492
2017	8853
2017	7525
2017	4627
2017	55114
2017	10013
2017	89870
2017	1994
2017	1107
2017	1501
2017	9672
2017	1627
2017	55930
2017	80179
2017	399687
2017	11346
2017	9788
2017	6301
2017	286204
2017	161424
2017	3801
2017	55139
2017	9644
2017	9768
2017	6700
6853	50618
6853	5921
6853	273
6853	5062
6853	10524
6853	274
6853	7431
6853	653361
6853	10456
6853	6622
6853	26747
6853	1716
6853	2078
6853	2976
6853	6854
6853	9722
6853	8536
6853	4842
6853	8224
6853	54487
6853	51542
6853	55172
6853	84168
6853	55156
6853	57222
6853	90459
6853	115201
5900	409
5900	10256
5900	5906
5900	9693
5900	22800
5900	408
5900	22808
5900	3845
5900	4301
5900	6014
5900	5908
5900	6016
5900	6237
5900	5912
5900	968
5900	4043
5900	5911
11171	4088
11171	11345
11171	10289
11171	5170
11171	2033
11171	4092
11171	25929
11171	4087
11171	10537
11171	11200
11171	10921
11171	9641
11171	2688
11171	8312
11171	4091
11171	3297
11171	3106
11171	387082
11171	548593
11171	79008
11171	7412
11171	79833
11171	8481
11171	4854
11171	23043
11171	84248
11171	11156
11171	84967
11171	64431
11171	64081
11171	7812
11171	51250
11171	9768
11171	23185
11171	26099
11171	196463
4088	93649
4088	4615
4088	1602
4088	1050
4088	10393
4088	3726
4088	22938
4088	9047
4088	4734
4088	6885
4088	4223
4088	28996
4088	7410
4088	9815
4088	51377
4088	54778
4088	7874
4088	6667
4088	2273
4088	57154
4088	5080
4088	166
4088	3308
4088	8850
4088	51588
4088	64750
4088	23327
4088	2033
4088	4089
4088	6275
4088	1874
4088	26574
4088	23054
4088	904
4088	4092
4088	7052
4088	5300
4088	4194
4088	64219
4088	3172
4088	8837
4088	7704
4088	1855
4088	1601
4088	4087
4088	672
4088	9372
4088	2099
4088	8945
4088	4739
4088	9351
4088	51592
4088	10140
4088	26056
4088	993
4088	1655
4088	5308
4088	3075
4088	9862
4088	56478
4088	2316
4088	6498
4088	996
4088	51586
4088	9757
4088	5371
4088	55072
4088	2547
4088	1859
4088	860
4088	818
4088	6839
4088	7528
4088	2274
4088	6721
4088	57591
4088	11060
4088	9191
4088	3164
4088	7050
4088	143
4088	8239
4088	2113
4088	1386
4088	4221
4088	2308
4088	29072
4088	7249
4088	7018
4088	10664
4088	2192
4088	10771
4088	2275
4088	10048
4088	1453
4088	2309
4088	3670
4088	8289
4088	10238
4088	728642
4088	29950
4088	3691
4088	11059
4088	8888
4088	3665
4088	8548
4088	4782
4088	6497
4088	5629
4088	6601
4088	5717
4088	4152
4088	6599
4088	8242
4088	1654
4088	9839
4088	3096
4088	6736
4088	54776
4088	10691
4088	3929
4088	79595
4088	7750
4088	9958
4088	6711
4088	57680
4088	5340
4088	6662
4088	23592
4088	6938
4088	5916
4088	11273
4088	56893
4088	284058
4088	80149
4088	5307
4088	1583
4088	338
4088	28984
4088	81628
4088	7030
4088	1455
4088	864
4088	22823
4088	1659
4088	6175
4088	6124
4088	23387
4088	3240
4088	11080
4088	55781
4088	10148
4088	27178
4088	6625
4088	163126
4088	90070
4088	57178
4088	2122
4088	10294
4088	6122
4088	5324
4088	26508
4088	4976
4088	1052
4088	288
4088	6935
4088	5657
4088	4303
4088	23348
4088	2736
4088	4093
4088	5325
4088	11018
4088	22992
4088	8021
4088	23024
4088	2313
4088	2305
4088	1442
4088	1443
4088	4855
4088	23462
4088	60436
4088	51523
4088	26039
4088	668
4088	753
4088	11151
4088	9110
4088	5190
4088	5097
4088	5106
4088	79869
4088	55223
4088	57136
4088	5069
4088	117583
4088	54514
4088	79987
4088	55769
4088	5957
4088	8653
4088	8646
4088	1378
4088	23135
